thoigian,EX_US_VN,CPI_VN,CPI_US,VNGB,USFFR,VNI,SPX,FDI_VN,FDI_US,IMEX_VN,DXY,VNFR,,,,,,,,,,,,,
21/05/2023,"23,475.00",2.43,4.90,3.31,5.08,"1,107.00","4,205.45",7.56,63.80,1.20,104,87.7,,,,,,,,,,,,,
28/05/2023,"23,475.00",2.43,4.90,3.18,5.08,"1,115.00","4,282.37",7.56,63.80,1.20,104,87.7,,,,,,,,,,,,,
04/06/2023,"23,470.00",2.00,4.00,3.16,5.08,"1,129.00","4,298.86",10.20,63.80,3.10,104,89.2,,,,,,,,,,,,,
11/06/2023,"23,520.00",2.00,4.00,2.94,5.08,"1,120.00","4,409.59",10.20,63.80,3.10,102,89.2,,,,,,,,,,,,,
18/06/2023,"23,515.00",2.00,4.00,2.74,5.08,"1,138.00","4,348.33",10.20,63.80,3.10,103,89.2,,,,,,,,,,,,,
25/06/2023,"23,575.00",2.00,4.00,2.75,5.07,"1,168.00","4,450.38",10.20,63.80,3.10,103,89.2,,,,,,,,,,,,,
02/07/2023,"23,635.00",2.06,3.00,2.91,5.08,"1,185.00","4,398.95",11.58,69.00,3.10,102,87.2,,,,,,,,,,,,,
09/07/2023,"23,630.00",2.06,3.00,2.79,5.08,"1,207.00","4,505.42",11.58,69.00,3.10,100,87.2,,,,,,,,,,,,,
16/07/2023,"23,656.00",2.06,3.00,2.56,5.08,"1,225.00","4,536.34",11.58,69.00,3.10,101,87.2,,,,,,,,,,,,,
23/07/2023,"23,685.00",2.06,3.00,2.55,5.08,"1,232.00","4,582.23",11.58,69.00,3.10,102,87.2,,,,,,,,,,,,,
30/07/2023,"23,725.00",2.06,3.00,2.50,5.33,"1,177.00","4,478.03",11.58,69.00,3.10,102,87.2,,,,,,,,,,,,,
06/08/2023,"23,750.00",2.96,3.20,2.56,5.33,"1,183.00","4,464.05",13.10,69.00,3.50,103,87.7,,,,,,,,,,,,,
13/08/2023,"23,805.00",2.96,3.20,2.58,5.33,"1,224.00","4,369.71",13.10,69.00,3.50,103,87.7,,,,,,,,,,,,,
20/08/2023,"24,024.00",2.96,3.20,2.66,5.33,"1,241.00","4,405.71",13.10,69.00,3.50,104,87.7,,,,,,,,,,,,,
27/08/2023,"24,060.00",2.96,3.20,2.72,5.33,"1,227.00","4,515.77",13.10,69.00,3.50,104,87.7,,,,,,,,,,,,,
03/09/2023,"24,055.00",3.66,3.70,2.75,5.33,"1,193.00","4,457.49",15.91,69.00,2.20,105,87.6,,,,,,,,,,,,,
10/09/2023,"24,250.00",3.66,3.70,2.74,5.33,"1,154.00","4,450.32",15.91,69.00,2.20,105,87.6,,,,,,,,,,,,,
17/09/2023,"24,360.00",3.66,3.70,2.74,5.33,"1,128.00","4,320.06",15.91,69.00,2.20,106,87.6,,,,,,,,,,,,,
24/09/2023,"24,280.00",3.66,3.70,2.84,5.33,"1,154.00","4,288.05",15.91,69.00,2.20,106,87.6,,,,,,,,,,,,,
01/10/2023,"24,360.00",3.59,3.70,3.04,5.33,"1,108.00","4,308.50",18.00,72.80,2.80,106,87.2,,,,,,,,,,,,,
08/10/2023,"24,440.00",3.59,3.70,3.03,5.33,"1,060.00","4,327.78",18.00,72.80,2.80,107,87.2,,,,,,,,,,,,,
15/10/2023,"24,520.00",3.59,3.70,3.25,5.33,"1,076.00","4,224.16",18.00,72.80,2.80,106,87.2,,,,,,,,,,,,,
22/10/2023,"24,570.00",3.59,3.70,3.08,5.33,"1,101.00","4,117.37",18.00,72.80,2.80,107,87.2,,,,,,,,,,,,,
29/10/2023,"24,520.00",3.59,3.70,2.99,5.33,"1,101.00","4,358.34",18.00,72.80,2.80,105,87.2,,,,,,,,,,,,,
05/11/2023,"24,315.00",3.45,3.20,2.83,5.33,"1,095.00","4,415.24",20.25,72.80,1.50,106,88.1,,,,,,,,,,,,,
12/11/2023,"24,250.00",3.45,3.20,2.71,5.33,"1,102.00","4,514.02",20.25,72.80,1.50,104,88.1,,,,,,,,,,,,,
19/11/2023,"24,260.00",3.45,3.20,2.58,5.33,"1,124.00","4,559.34",20.25,72.80,1.50,103,88.1,,,,,,,,,,,,,
26/11/2023,"24,290.00",3.45,3.20,2.49,5.33,"1,102.00","4,594.63",20.25,72.80,1.50,103,88.1,,,,,,,,,,,,,
03/12/2023,"24,220.00",3.58,3.10,2.49,5.33,"1,103.00","4,604.37",23.18,72.80,2.10,104,90.4,,,,,,,,,,,,,
10/12/2023,"24,260.00",3.58,3.10,2.36,5.33,"1,129.00","4,719.19",23.18,72.80,2.10,103,90.4,,,,,,,,,,,,,
17/12/2023,"24,235.00",3.58,3.10,2.36,5.33,"1,154.00","4,754.63",23.18,72.80,2.10,102,90.4,,,,,,,,,,,,,
24/12/2023,"24,260.00",3.58,3.10,2.39,5.33,"1,154.00","4,769.83",23.18,72.80,2.10,101,90.4,,,,,,,,,,,,,
31/12/2023,"24,370.00",3.58,3.10,2.37,5.33,"1,181.00","4,697.24",23.18,72.80,2.10,102,90.4,,,,,,,,,,,,,
07/01/2024,"24,490.00",3.37,3.40,2.33,5.33,"1,175.00","4,783.83",1.48,76.40,3.60,102,88.1,,,,,,,,,,,,,
14/01/2024,"24,540.00",3.37,3.40,2.38,5.33,"1,172.00","4,839.81",1.48,76.40,3.60,103,88.1,,,,,,,,,,,,,
21/01/2024,"24,595.00",3.37,3.40,2.40,5.33,"1,198.00","4,890.97",1.48,76.40,3.60,103,88.1,,,,,,,,,,,,,
28/01/2024,"24,335.00",3.37,3.40,2.41,5.33,"1,209.00","4,958.61",1.48,76.40,3.60,104,88.1,,,,,,,,,,,,,
04/02/2024,"24,400.00",3.98,3.10,2.41,5.33,"1,212.00","5,026.61",2.80,76.40,1.40,104,88.3,,,,,,,,,,,,,
11/02/2024,"24,510.00",3.98,3.10,2.38,5.33,"1,258.00","5,005.57",2.80,76.40,1.40,104,88.3,,,,,,,,,,,,,
18/02/2024,"24,630.00",3.98,3.10,2.43,5.33,"1,247.00","5,088.80",2.80,76.40,1.40,104,88.3,,,,,,,,,,,,,
25/02/2024,"24,640.00",3.98,3.10,2.41,5.33,"1,263.00","5,137.08",2.80,76.40,1.40,104,88.3,,,,,,,,,,,,,
03/03/2024,"24,640.00",3.97,3.20,2.62,5.33,"1,281.00","5,123.69",4.60,76.40,2.90,103,89.1,,,,,,,,,,,,,
10/03/2024,"24,710.00",3.97,3.20,2.62,5.33,"1,284.00","5,117.09",4.60,76.40,2.90,103,89.1,,,,,,,,,,,,,
17/03/2024,"24,768.00",3.97,3.20,2.64,5.33,"1,255.00","5,234.18",4.60,76.40,2.90,104,89.1,,,,,,,,,,,,,
24/03/2024,"24,810.00",3.97,3.20,2.75,5.33,"1,276.00","5,254.35",4.60,76.40,2.90,105,89.1,,,,,,,,,,,,,
31/03/2024,"24,950.00",3.97,3.20,2.88,5.33,"1,174.00","5,204.34",4.60,76.40,2.90,104,89.1,,,,,,,,,,,,,
07/04/2024,"25,015.00",4.40,3.50,2.86,5.33,"1,209.00","5,123.41",6.28,81.30,1.10,106,88.2,,,,,,,,,,,,,
14/04/2024,"25,440.00",4.40,3.50,2.92,5.33,"1,221.00","4,967.23",6.28,81.30,1.10,106,88.2,,,,,,,,,,,,,
21/04/2024,"25,330.00",4.40,3.50,2.90,5.33,"1,244.00","5,099.96",6.28,81.30,1.10,106,88.2,,,,,,,,,,,,,
28/04/2024,"25,400.00",4.40,3.50,2.92,5.33,"1,273.00","5,127.79",6.28,81.30,1.10,105,88.2,,,,,,,,,,,,,
05/05/2024,"25,450.00",4.44,3.40,2.86,5.33,"1,261.00","5,222.68",8.25,81.30,-0.40,105,84.1,,,,,,,,,,,,,
12/05/2024,"25,448.00",4.44,3.40,2.86,5.33,"1,261.00","5,303.27",8.25,81.30,-0.40,104,84.1,,,,,,,,,,,,,
19/05/2024,"25,465.00",4.44,3.40,3.04,5.33,"1,287.00","5,304.72",8.25,81.30,-0.40,105,84.1,,,,,,,,,,,,,
26/05/2024,"25,440.00",4.44,3.40,2.95,5.33,"1,279.00","5,277.51",8.25,81.30,-0.40,105,84.1,,,,,,,,,,,,,
02/06/2024,"25,400.00",4.34,3.30,2.91,5.33,"1,282.00","5,346.99",10.84,81.30,3.20,105,82.9,,,,,,,,,,,,,
09/06/2024,"25,450.00",4.34,3.30,2.90,5.33,"1,245.00","5,431.60",10.84,81.30,3.20,106,82.9,,,,,,,,,,,,,
16/06/2024,"25,450.00",4.34,3.30,2.86,5.33,"1,283.00","5,464.62",10.84,81.30,3.20,106,82.9,,,,,,,,,,,,,
23/06/2024,"25,445.00",4.34,3.30,2.89,5.33,"1,280.00","5,460.48",10.84,81.30,3.20,106,82.9,,,,,,,,,,,,,
30/06/2024,"25,412.00",4.34,3.30,2.87,5.33,"1,264.00","5,567.19",10.84,81.30,3.20,105,82.9,,,,,,,,,,,,,
07/07/2024,"25,410.00",4.36,3.00,2.89,5.33,"1,242.00","5,615.35",12.55,75.50,2.30,104,81.2,,,,,,,,,,,,,
14/07/2024,"25,315.00",4.36,3.00,2.90,5.33,"1,236.00","5,505.00",12.55,75.50,2.30,104,81.2,,,,,,,,,,,,,
21/07/2024,"25,300.00",4.36,3.00,2.90,5.33,"1,223.00","5,459.10",12.55,75.50,2.30,104,81.2,,,,,,,,,,,,,
28/07/2024,"25,205.00",4.36,3.00,2.90,5.33,"1,252.00","5,346.56",12.55,75.50,2.30,103,81.2,,,,,,,,,,,,,
04/08/2024,"25,090.00",3.45,2.90,2.87,5.33,"1,285.00","5,344.16",14.15,75.50,4.10,103,82,,,,,,,,,,,,,
11/08/2024,"25,050.00",3.45,2.90,2.84,5.33,"1,283.00","5,554.25",14.15,75.50,4.10,102,82,,,,,,,,,,,,,
18/08/2024,"24,965.00",3.45,2.90,2.82,5.33,"1,273.00","5,634.61",14.15,75.50,4.10,101,82,,,,,,,,,,,,,
25/08/2024,"24,860.00",3.45,2.90,2.83,5.33,"1,251.00","5,648.40",14.15,75.50,4.10,102,82,,,,,,,,,,,,,
01/09/2024,"24,600.00",2.63,2.50,2.83,5.33,"1,272.00","5,408.42",17.30,75.50,2.30,101,82.3,,,,,,,,,,,,,
08/09/2024,"24,530.00",2.63,2.50,2.80,5.33,"1,290.00","5,626.02",17.30,75.50,2.30,101,82.3,,,,,,,,,,,,,
15/09/2024,"24,590.00",2.63,2.50,2.77,5.33,"1,270.00","5,702.55",17.30,75.50,2.30,101,82.3,,,,,,,,,,,,,
22/09/2024,"24,590.00",2.63,2.50,2.75,4.83,"1,288.00","5,738.17",17.30,75.50,2.30,100,82.3,,,,,,,,,,,,,
29/09/2024,"24,755.00",2.63,2.50,2.77,4.83,"1,285.00","5,751.07",17.30,75.50,2.30,103,82.3,,,,,,,,,,,,,
06/10/2024,"24,805.00",2.89,2.40,2.76,4.83,"1,252.00","5,815.03",19.58,77.70,2.00,103,82.5,,,,,,,,,,,,,
13/10/2024,"25,150.00",2.89,2.40,2.76,4.83,"1,254.00","5,864.67",19.58,77.70,2.00,103,82.5,,,,,,,,,,,,,
20/10/2024,"25,355.00",2.89,2.40,2.80,4.83,"1,252.00","5,808.12",19.58,77.70,2.00,104,82.5,,,,,,,,,,,,,
27/10/2024,"25,280.00",2.89,2.40,2.82,4.83,"1,218.00","5,728.80",19.58,77.70,2.00,104,82.5,,,,,,,,,,,,,
03/11/2024,"25,260.00",2.77,2.60,2.84,4.83,"1,228.00","5,995.54",21.68,77.70,1.00,105,82,,,,,,,,,,,,,
10/11/2024,"25,380.00",2.77,2.60,2.86,4.58,"1,250.00","5,870.62",21.68,77.70,1.00,107,82,,,,,,,,,,,,,
17/11/2024,"25,417.00",2.77,2.60,2.87,4.58,"1,270.00","5,969.34",21.68,77.70,1.00,108,82,,,,,,,,,,,,,
24/11/2024,"25,344.00",2.77,2.60,2.87,4.58,"1,262.00","6,032.38",21.68,77.70,1.00,106,82,,,,,,,,,,,,,
01/12/2024,"25,375.00",2.94,2.70,2.91,4.58,"1,257.00","6,090.27",25.35,77.70,0.50,106,81.2,,,,,,,,,,,,,
08/12/2024,"25,400.00",2.94,2.70,2.96,4.58,"1,275.00","6,051.09",25.35,77.70,0.50,107,81.2,,,,,,,,,,,,,
15/12/2024,"25,445.00",2.94,2.70,3.10,4.58,"1,254.00","5,930.85",25.35,77.70,0.50,108,81.2,,,,,,,,,,,,,
22/12/2024,"25,445.00",2.94,2.70,3.11,4.33,"1,230.00","5,970.84",25.35,77.70,0.50,108,81.2,,,,,,,,,,,,,
29/12/2024,"25,400.00",2.94,2.70,3.11,4.33,"1,249.00","5,942.47",25.35,77.70,0.50,109,81.2,,,,,,,,,,,,,
05/01/2025,"25,360.00",3.63,2.90,3.15,4.33,"1,265.00","5,827.04",1.51,66.70,3.10,110,79,,,,,,,,,,,,,
12/01/2025,"25,315.00",3.63,2.90,3.18,4.33,"1,275.00","5,996.66",1.51,66.70,3.10,109,79,,,,,,,,,,,,,
19/01/2025,"25,060.00",3.63,2.90,3.11,4.33,"1,276.00","6,101.24",1.51,66.70,3.10,107,79,,,,,,,,,,,,,
26/01/2025,"25,060.00",3.63,2.90,3.13,4.33,"1,296.00","6,040.53",1.51,66.70,3.10,108,79,,,,,,,,,,,,,
02/02/2025,"25,290.00",2.91,3.00,3.22,4.33,"1,305.00","6,025.99",2.95,66.70,-1.60,108,79.5,,,,,,,,,,,,,
09/02/2025,"25,370.00",2.91,3.00,3.21,4.33,"1,326.00","6,114.63",2.95,66.70,-1.60,107,79.5,,,,,,,,,,,,,
16/02/2025,"25,510.00",2.91,3.00,3.18,4.33,"1,326.00","6,013.13",2.95,66.70,-1.60,107,79.5,,,,,,,,,,,,,
23/02/2025,"25,530.00",2.91,3.00,3.07,4.33,"1,321.00","5,954.50",2.95,66.70,-1.60,108,79.5,,,,,,,,,,,,,
02/03/2025,"25,480.00",3.13,2.80,3.07,4.33,"1,317.00","5,770.20",4.96,66.70,1.60,104,80.7,,,,,,,,,,,,,
09/03/2025,"25,500.00",3.13,2.80,3.05,4.33,"1,210.00","5,638.94",4.96,66.70,1.60,104,80.7,,,,,,,,,,,,,
16/03/2025,"25,585.00",3.13,2.80,3.07,4.33,"1,222.00","5,667.56",4.96,66.70,1.60,104,80.7,,,,,,,,,,,,,
23/03/2025,"25,550.00",3.13,2.80,3.12,4.33,"1,219.00","5,580.94",4.96,66.70,1.60,104,80.7,,,,,,,,,,,,,
30/03/2025,"25,780.00",3.13,2.80,3.15,4.33,"1,229.00","5,074.08",4.96,66.70,1.60,103,80.7,,,,,,,,,,,,,
